VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
PX4_4	1773039798302	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039798587941400.png
PX4_3	1773039798383	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039798671032000.png
PX4_2	1773039798464	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039798751757800.png
PX4_1	1773039798536	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039798822937600.png
PX4_4	1773039798623	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039798910280700.png
PX4_3	1773039798704	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039798992539400.png
PX4_2	1773039798791	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039799077699000.png
PX4_1	1773039798860	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039799147086800.png
PX4_4	1773039798944	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039799232247900.png
PX4_3	1773039799034	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039799320957200.png
PX4_2	1773039799118	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039799405133500.png
PX4_1	1773039799187	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039799474969000.png
PX4_4	1773039799274	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039799562527900.png
PX4_3	1773039799364	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039799651348500.png
PX4_2	1773039799457	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039799744915600.png
PX4_1	1773039799526	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039799813619800.png
PX4_4	1773039799646	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039799935256700.png
PX4_3	1773039799733	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039800021209700.png
PX4_2	1773039799820	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039800108793700.png
PX4_1	1773039799928	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039800217726600.png
PX4_4	1773039800048	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039800335092000.png
PX4_3	1773039800132	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039800417814800.png
PX4_2	1773039800243	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039800531462300.png
PX4_1	1773039800309	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039800599106200.png
PX4_4	1773039800396	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039800685457500.png
PX4_3	1773039800480	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039800767929000.png
PX4_2	1773039800555	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039800842698600.png
PX4_1	1773039800621	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039800907660600.png
PX4_4	1773039800726	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039801016064300.png
PX4_3	1773039800807	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039801094924700.png
PX4_2	1773039800921	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039801210179500.png
PX4_1	1773039800990	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039801278217200.png
PX4_4	1773039801098	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039801384985100.png
PX4_3	1773039801206	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039801495309900.png
PX4_2	1773039801287	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039801575255800.png
PX4_1	1773039801359	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039801646929300.png
PX4_4	1773039801473	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039801761646500.png
PX4_3	1773039801551	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039801841223100.png
PX4_2	1773039801626	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039801916941100.png
PX4_1	1773039801695	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039801983836100.png
PX4_4	1773039801770	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039802060118400.png
PX4_3	1773039801848	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039802136216300.png
PX4_2	1773039801953	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039802243605400.png
PX4_1	1773039802022	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039802309915600.png
PX4_4	1773039802124	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039802413978300.png
PX4_3	1773039802235	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039802524251900.png
PX4_2	1773039802346	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039802636782700.png
PX4_1	1773039802448	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039802738394500.png
PX4_4	1773039802556	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039802846576200.png
PX4_3	1773039802637	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039802926472400.png
PX4_2	1773039802742	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039803032766400.png
PX4_1	1773039802841	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039803132187800.png
PX4_4	1773039802952	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039803240713000.png
PX4_3	1773039803063	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039803351794900.png
PX4_2	1773039803141	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039803429390000.png
PX4_1	1773039803204	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039803495096700.png
PX4_4	1773039803321	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039803610978200.png
PX4_3	1773039803438	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039803726510200.png
PX4_2	1773039803513	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039803801555800.png
PX4_1	1773039803609	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039803897471500.png
PX4_4	1773039803714	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039804005049900.png
PX4_3	1773039803795	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039804083651600.png
PX4_2	1773039803897	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039804188107400.png
PX4_1	1773039803993	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039804282859300.png
PX4_4	1773039804071	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039804359570100.png
PX4_3	1773039804146	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039804437592000.png
PX4_2	1773039804221	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039804511639700.png
PX4_1	1773039804287	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039804575802100.png
PX4_4	1773039804404	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039804694900100.png
PX4_3	1773039804485	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039804774630200.png
PX4_2	1773039804590	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039804881384700.png
PX4_1	1773039804653	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039804944205600.png
PX4_4	1773039804761	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039805052660200.png
PX4_3	1773039804839	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039805128001000.png
PX4_2	1773039804914	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039805203175200.png
PX4_1	1773039804980	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039805269826500.png
PX4_4	1773039805055	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039805345368700.png
PX4_3	1773039805130	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039805421327800.png
PX4_2	1773039805205	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039805495213900.png
PX4_1	1773039805268	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039805557545100.png
PX4_4	1773039805382	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039805673101700.png
PX4_3	1773039805463	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039805754656900.png
PX4_2	1773039805574	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039805864309800.png
PX4_1	1773039805640	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039805930367900.png
PX4_4	1773039805751	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039806041497300.png
PX4_3	1773039805832	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039806122189700.png
PX4_2	1773039805910	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039806199700400.png
PX4_1	1773039806006	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039806296017600.png
PX4_4	1773039806114	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039806405032400.png
PX4_3	1773039806192	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039806483963300.png
PX4_2	1773039806303	0	0	0.686706	3.57628e-07	0	0	-1	img_PX4_2__0_1773039806593669200.png
PX4_1	1773039806372	0	0	0.666103	1	0	0	0	img_PX4_1__0_1773039806664442800.png
PX4_4	1773039806483	0	0	0.579022	0.707107	0	0	0.707107	img_PX4_4__0_1773039806775194500.png
PX4_3	1773039806555	0	0	0.593009	0.707107	0	0	-0.707107	img_PX4_3__0_1773039806849937000.png
